video_path,reference_path,method,concept,snippet,p_real,p_fake
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,lighting,0,0.636483371257782,0.6887423992156982
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,lip_sync,1,0.7243020534515381,0.7083927392959595
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,blinking,1,0.5919228792190552,0.5304663181304932
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,facial_boundary,1,0.5493871569633484,0.6599428653717041
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,texture,1,0.6182286739349365,0.6436757445335388
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,identity,1,0.27793899178504944,0.3625014126300812
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,lighting,1,0.58832186460495,0.6472044587135315
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,lip_sync,2,0.7051824331283569,0.7083866000175476
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,blinking,2,0.6068787574768066,0.5343868136405945
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,facial_boundary,2,0.502721905708313,0.6461759209632874
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,texture,2,0.6218617558479309,0.6613407731056213
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,identity,2,0.32387158274650574,0.3770771324634552
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,lighting,2,0.657860517501831,0.6786201000213623
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,lip_sync,0,0.6953749060630798,0.7019187211990356
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,blinking,0,0.5918850302696228,0.6290300488471985
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,facial_boundary,0,0.4792215824127197,0.4868691563606262
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,texture,0,0.6543227434158325,0.6543245315551758
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,identity,0,0.28108668327331543,0.28109052777290344
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,lighting,0,0.636483371257782,0.5769360661506653
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,lip_sync,1,0.7243020534515381,0.7335222363471985
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,blinking,1,0.5919228792190552,0.5956892371177673
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,facial_boundary,1,0.5493871569633484,0.5645473599433899
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,texture,1,0.6182286739349365,0.6255574226379395
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,identity,1,0.27793899178504944,0.3136841952800751
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,lighting,1,0.58832186460495,0.6364507675170898
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,lip_sync,2,0.7051824331283569,0.7084096074104309
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,blinking,2,0.6068787574768066,0.5767592787742615
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,facial_boundary,2,0.502721905708313,0.6133843660354614
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,texture,2,0.6218617558479309,0.5958414673805237
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,identity,2,0.32387158274650574,0.3661436438560486
FaceForensics/Face2Face/001_870.mp4,FaceForensics/original/001.mp4,face2face,lighting,2,0.657860517501831,0.6436730027198792
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,lip_sync,0,0.6953749060630798,0.7455623149871826
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,blinking,0,0.5918850302696228,0.576667070388794
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,facial_boundary,0,0.4792215824127197,0.5063181519508362
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,texture,0,0.6543227434158325,0.6717115044593811
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,identity,0,0.28108668327331543,0.355319082736969
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,lighting,0,0.636483371257782,0.6033980846405029
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,lip_sync,1,0.7243020534515381,0.7304763793945312
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,blinking,1,0.5919228792190552,0.5575705170631409
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,facial_boundary,1,0.5493871569633484,0.6137771010398865
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,texture,1,0.6182286739349365,0.6508042216300964
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,identity,1,0.27793899178504944,0.4105609059333801
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,lighting,1,0.58832186460495,0.6578471660614014
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,lip_sync,2,0.7051824331283569,0.7656828165054321
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,blinking,2,0.6068787574768066,0.5728318095207214
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,facial_boundary,2,0.502721905708313,0.5607185363769531
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,texture,2,0.6218617558479309,0.5920345187187195
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,identity,2,0.32387158274650574,0.4411131739616394
FaceForensics/FaceShifter/001_870.mp4,FaceForensics/original/001.mp4,faceshifter,lighting,2,0.657860517501831,0.6752182841300964
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,lip_sync,0,0.6953749060630798,0.7820990681648254
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,blinking,0,0.5918850302696228,0.6105829477310181
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,facial_boundary,0,0.4792215824127197,0.5644885897636414
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,texture,0,0.6543227434158325,0.6328332424163818
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,identity,0,0.28108668327331543,0.2810874879360199
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,lighting,0,0.636483371257782,0.6071068644523621
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,lip_sync,1,0.7243020534515381,0.8238863945007324
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,blinking,1,0.5919228792190552,0.5919382572174072
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,facial_boundary,1,0.5493871569633484,0.49902206659317017
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,texture,1,0.6182286739349365,0.6400937438011169
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,identity,1,0.27793899178504944,0.31368288397789
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,lighting,1,0.58832186460495,0.6292139887809753
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,lip_sync,2,0.7051824331283569,0.7454888820648193
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,blinking,2,0.6068787574768066,0.6470351815223694
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,facial_boundary,2,0.502721905708313,0.6024971604347229
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,texture,2,0.6218617558479309,0.6145109534263611
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,identity,2,0.32387158274650574,0.30371376872062683
FaceForensics/FaceSwap/001_870.mp4,FaceForensics/original/001.mp4,faceswap,lighting,2,0.657860517501831,0.6543288230895996
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,lip_sync,0,0.6953749060630798,0.7116109728813171
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,blinking,0,0.5918850302696228,0.6326500177383423
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,facial_boundary,0,0.4792215824127197,0.43683183193206787
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,texture,0,0.6543227434158325,0.6613563299179077
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,identity,0,0.28108668327331543,0.2595297396183014
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,lighting,0,0.636483371257782,0.5996202230453491
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,lip_sync,1,0.7243020534515381,0.70839524269104
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,blinking,1,0.5919228792190552,0.657663881778717
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,facial_boundary,1,0.5493871569633484,0.5339077711105347
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,texture,1,0.6182286739349365,0.6108354926109314
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,identity,1,0.27793899178504944,0.2595368027687073
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,lighting,1,0.58832186460495,0.5958530902862549
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,lip_sync,2,0.7051824331283569,0.7179829478263855
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,blinking,2,0.6068787574768066,0.6179990172386169
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,facial_boundary,2,0.502721905708313,0.44062334299087524
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,texture,2,0.6218617558479309,0.5615671277046204
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,identity,2,0.32387158274650574,0.3170638084411621
FaceForensics/NeuralTextures/001_870.mp4,FaceForensics/original/001.mp4,neuraltextures,lighting,2,0.657860517501831,0.6507989764213562
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,lip_sync,0,0.6217629313468933,0.6612333059310913
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,blinking,0,0.460299015045166,0.5843730568885803
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,facial_boundary,0,0.14588430523872375,0.1990121454000473
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,texture,0,0.6365657448768616,0.6401762366294861
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,identity,0,0.35184699296951294,0.3734968602657318
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,lighting,0,0.5189666748046875,0.5033532977104187
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,lip_sync,1,0.7454848289489746,0.742571234703064
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,blinking,1,0.4409889578819275,0.5382515788078308
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,facial_boundary,1,0.1821180135011673,0.2332683801651001
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,texture,1,0.6579487323760986,0.6684157252311707
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,identity,1,0.31040245294570923,0.3808264136314392
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,lighting,1,0.47216519713401794,0.47606542706489563
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,lip_sync,2,0.695277214050293,0.7484534382820129
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,blinking,2,0.4602822959423065,0.5575648546218872
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,facial_boundary,2,0.20658047497272491,0.2777576446533203
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,texture,2,0.6437677145004272,0.6544296145439148
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,identity,2,0.3735072910785675,0.4144532084465027
FaceForensics/Deepfakes/002_006.mp4,FaceForensics/original/002.mp4,deepfakes,lighting,2,0.5033424496650696,0.5384150147438049
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,lip_sync,0,0.6985976099967957,0.7051268219947815
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,blinking,0,0.5225667357444763,0.5342361927032471
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,facial_boundary,0,0.24183236062526703,0.21171680092811584
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,texture,0,0.6752957105636597,0.6614533066749573
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,identity,0,0.32052141427993774,0.3307999074459076
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,lighting,0,0.47219353914260864,0.45664098858833313
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,lip_sync,1,0.6682033538818359,0.7179262638092041
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,blinking,1,0.4256555438041687,0.39542216062545776
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,facial_boundary,1,0.21427270770072937,0.1989600956439972
FaceForensics/Face2Face/002_006.mp4,FaceForensics/original/002.mp4,face2face,texture,1,0.6579455137252808,0.6473349332809448
