video_path,reference_path,method,is_fake,c_lip_sync,c_blinking,c_facial_boundary,c_texture,c_identity,c_lighting
FaceForensics/Face2Face/006_002.mp4,FaceForensics/original/006.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/006_002.mp4,FaceForensics/original/006.mp4,faceshifter,1,0.088,0.1004,0.0591,0.0938,0.0,0.0685
FaceForensics/FaceSwap/006_002.mp4,FaceForensics/original/006.mp4,faceswap,1,0.287,0.2059,0.0494,0.1118,0.0525,0.0958
FaceForensics/NeuralTextures/006_002.mp4,FaceForensics/original/006.mp4,neuraltextures,1,0.0501,0.0,0.0,0.0407,0.0,0.0
FaceForensics/original/007.mp4,FaceForensics/original/007.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/007_132.mp4,FaceForensics/original/007.mp4,deepfakes,1,0.1041,0.0,0.0619,0.0,0.0,0.058
FaceForensics/Face2Face/007_132.mp4,FaceForensics/original/007.mp4,face2face,1,0.0,0.0,0.0435,0.0,0.0,0.0
FaceForensics/FaceShifter/007_132.mp4,FaceForensics/original/007.mp4,faceshifter,1,0.0449,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/007_132.mp4,FaceForensics/original/007.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/007_132.mp4,FaceForensics/original/007.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/008.mp4,FaceForensics/original/008.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/008_990.mp4,FaceForensics/original/008.mp4,deepfakes,1,0.1125,0.0977,0.161,0.1122,0.0472,0.0737
FaceForensics/Face2Face/008_990.mp4,FaceForensics/original/008.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/008_990.mp4,FaceForensics/original/008.mp4,faceshifter,1,0.0,0.0,0.0408,0.0518,0.0,0.0
FaceForensics/FaceSwap/008_990.mp4,FaceForensics/original/008.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/008_990.mp4,FaceForensics/original/008.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/009.mp4,FaceForensics/original/009.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/009_027.mp4,FaceForensics/original/009.mp4,deepfakes,1,0.0768,0.0,0.0811,0.0,0.0,0.0
FaceForensics/Face2Face/009_027.mp4,FaceForensics/original/009.mp4,face2face,1,0.0,0.0,0.0515,0.0,0.0,0.0
FaceForensics/FaceShifter/009_027.mp4,FaceForensics/original/009.mp4,faceshifter,1,0.0,0.0,0.0452,0.0,0.0,0.0
FaceForensics/FaceSwap/009_027.mp4,FaceForensics/original/009.mp4,faceswap,1,0.0,0.0,0.0677,0.0,0.0,0.0
FaceForensics/NeuralTextures/009_027.mp4,FaceForensics/original/009.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/010.mp4,FaceForensics/original/010.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/010_005.mp4,FaceForensics/original/010.mp4,deepfakes,1,0.0969,0.0609,0.0522,0.0,0.0489,0.0
FaceForensics/Face2Face/010_005.mp4,FaceForensics/original/010.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/010_005.mp4,FaceForensics/original/010.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/010_005.mp4,FaceForensics/original/010.mp4,faceswap,1,0.0563,0.0,0.0438,0.0,0.0,0.0
FaceForensics/NeuralTextures/010_005.mp4,FaceForensics/original/010.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/011.mp4,FaceForensics/original/011.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/011_805.mp4,FaceForensics/original/011.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/011_805.mp4,FaceForensics/original/011.mp4,face2face,1,0.0561,0.0,0.0,0.0,0.0,0.0437
FaceForensics/FaceShifter/011_805.mp4,FaceForensics/original/011.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/011_805.mp4,FaceForensics/original/011.mp4,faceswap,1,0.0985,0.1078,0.1056,0.1401,0.1048,0.0845
FaceForensics/NeuralTextures/011_805.mp4,FaceForensics/original/011.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/012.mp4,FaceForensics/original/012.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/012_026.mp4,FaceForensics/original/012.mp4,deepfakes,1,0.0713,0.0,0.0661,0.0,0.0,0.0
FaceForensics/Face2Face/012_026.mp4,FaceForensics/original/012.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/012_026.mp4,FaceForensics/original/012.mp4,faceshifter,1,0.1718,0.1428,0.2075,0.0753,0.0781,0.0507
FaceForensics/FaceSwap/012_026.mp4,FaceForensics/original/012.mp4,faceswap,1,0.1489,0.0898,0.0759,0.0933,0.087,0.0653
FaceForensics/NeuralTextures/012_026.mp4,FaceForensics/original/012.mp4,neuraltextures,1,0.0,0.0509,0.0,0.0,0.0,0.0
FaceForensics/original/013.mp4,FaceForensics/original/013.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/013_883.mp4,FaceForensics/original/013.mp4,deepfakes,1,0.0414,0.0658,0.0499,0.0,0.0628,0.0
FaceForensics/Face2Face/013_883.mp4,FaceForensics/original/013.mp4,face2face,1,0.0522,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/013_883.mp4,FaceForensics/original/013.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0578,0.0
FaceForensics/FaceSwap/013_883.mp4,FaceForensics/original/013.mp4,faceswap,1,0.1471,0.1996,0.0587,0.0,0.0906,0.0
FaceForensics/NeuralTextures/013_883.mp4,FaceForensics/original/013.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/014.mp4,FaceForensics/original/014.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0404
FaceForensics/Deepfakes/014_790.mp4,FaceForensics/original/014.mp4,deepfakes,1,0.0805,0.0,0.0481,0.0822,0.0,0.0
FaceForensics/Face2Face/014_790.mp4,FaceForensics/original/014.mp4,face2face,1,0.0,0.0,0.0743,0.0617,0.0,0.0807
FaceForensics/FaceShifter/014_790.mp4,FaceForensics/original/014.mp4,faceshifter,1,0.055,0.0,0.1129,0.0854,0.0,0.0
FaceForensics/FaceSwap/014_790.mp4,FaceForensics/original/014.mp4,faceswap,1,0.0601,0.0,0.1349,0.0591,0.0,0.0
FaceForensics/NeuralTextures/014_790.mp4,FaceForensics/original/014.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/015.mp4,FaceForensics/original/015.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/015_919.mp4,FaceForensics/original/015.mp4,deepfakes,1,0.0623,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/015_919.mp4,FaceForensics/original/015.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/015_919.mp4,FaceForensics/original/015.mp4,faceshifter,1,0.0436,0.0,0.0,0.0,0.0507,0.0458
FaceForensics/FaceSwap/015_919.mp4,FaceForensics/original/015.mp4,faceswap,1,0.0908,0.0899,0.0,0.0452,0.0403,0.0
FaceForensics/NeuralTextures/015_919.mp4,FaceForensics/original/015.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/016.mp4,FaceForensics/original/016.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/016_209.mp4,FaceForensics/original/016.mp4,deepfakes,1,0.0,0.0,0.0603,0.0,0.0,0.0
FaceForensics/Face2Face/016_209.mp4,FaceForensics/original/016.mp4,face2face,1,0.0498,0.0,0.0,0.0444,0.0,0.0
FaceForensics/FaceShifter/016_209.mp4,FaceForensics/original/016.mp4,faceshifter,1,0.0838,0.0,0.0756,0.0596,0.0,0.0
FaceForensics/FaceSwap/016_209.mp4,FaceForensics/original/016.mp4,faceswap,1,0.1749,0.1297,0.065,0.1081,0.0596,0.0
FaceForensics/NeuralTextures/016_209.mp4,FaceForensics/original/016.mp4,neuraltextures,1,0.0873,0.042,0.0,0.0445,0.0,0.0
FaceForensics/original/017.mp4,FaceForensics/original/017.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/017_803.mp4,FaceForensics/original/017.mp4,deepfakes,1,0.1636,0.0928,0.0987,0.1325,0.1343,0.0715
FaceForensics/Face2Face/017_803.mp4,FaceForensics/original/017.mp4,face2face,1,0.1367,0.0,0.0428,0.045,0.0428,0.0
FaceForensics/FaceShifter/017_803.mp4,FaceForensics/original/017.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/017_803.mp4,FaceForensics/original/017.mp4,faceswap,1,0.155,0.0507,0.047,0.0449,0.0428,0.0
FaceForensics/NeuralTextures/017_803.mp4,FaceForensics/original/017.mp4,neuraltextures,1,0.1744,0.043,0.0423,0.0,0.0474,0.0547
FaceForensics/original/018.mp4,FaceForensics/original/018.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/018_019.mp4,FaceForensics/original/018.mp4,deepfakes,1,0.1575,0.0548,0.0551,0.0605,0.045,0.0
FaceForensics/Face2Face/018_019.mp4,FaceForensics/original/018.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/018_019.mp4,FaceForensics/original/018.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/018_019.mp4,FaceForensics/original/018.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/018_019.mp4,FaceForensics/original/018.mp4,neuraltextures,1,0.0974,0.0,0.0558,0.0,0.0,0.0
FaceForensics/original/019.mp4,FaceForensics/original/019.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/019_018.mp4,FaceForensics/original/019.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/019_018.mp4,FaceForensics/original/019.mp4,face2face,1,0.0,0.0546,0.0,0.0491,0.0456,0.0
FaceForensics/FaceShifter/019_018.mp4,FaceForensics/original/019.mp4,faceshifter,1,0.0,0.0568,0.0,0.0,0.0,0.0617
FaceForensics/FaceSwap/019_018.mp4,FaceForensics/original/019.mp4,faceswap,1,0.0,0.0,0.0624,0.0434,0.0,0.0
FaceForensics/NeuralTextures/019_018.mp4,FaceForensics/original/019.mp4,neuraltextures,1,0.0,0.0,0.0,0.0528,0.0,0.0
FaceForensics/original/020.mp4,FaceForensics/original/020.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/020_344.mp4,FaceForensics/original/020.mp4,deepfakes,1,0.0,0.1146,0.1335,0.0857,0.0,0.0616
FaceForensics/Face2Face/020_344.mp4,FaceForensics/original/020.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/020_344.mp4,FaceForensics/original/020.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/020_344.mp4,FaceForensics/original/020.mp4,faceswap,1,0.0801,0.147,0.0698,0.0,0.0,0.0507
FaceForensics/NeuralTextures/020_344.mp4,FaceForensics/original/020.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/021.mp4,FaceForensics/original/021.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/021_312.mp4,FaceForensics/original/021.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/021_312.mp4,FaceForensics/original/021.mp4,face2face,1,0.1388,0.0822,0.1557,0.0999,0.0542,0.0781
FaceForensics/FaceShifter/021_312.mp4,FaceForensics/original/021.mp4,faceshifter,1,0.0,0.0,0.0485,0.0,0.0,0.0
FaceForensics/FaceSwap/021_312.mp4,FaceForensics/original/021.mp4,faceswap,1,0.0,0.0,0.0407,0.0607,0.0,0.0
FaceForensics/NeuralTextures/021_312.mp4,FaceForensics/original/021.mp4,neuraltextures,1,0.0,0.0,0.06,0.0,0.0,0.0
FaceForensics/original/022.mp4,FaceForensics/original/022.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/022_489.mp4,FaceForensics/original/022.mp4,deepfakes,1,0.05,0.0,0.0,0.0464,0.0,0.0
FaceForensics/Face2Face/022_489.mp4,FaceForensics/original/022.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/022_489.mp4,FaceForensics/original/022.mp4,faceshifter,1,0.069,0.0,0.0689,0.064,0.0,0.0
FaceForensics/FaceSwap/022_489.mp4,FaceForensics/original/022.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/022_489.mp4,FaceForensics/original/022.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/023.mp4,FaceForensics/original/023.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/023_923.mp4,FaceForensics/original/023.mp4,deepfakes,1,0.0455,0.0574,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/023_923.mp4,FaceForensics/original/023.mp4,face2face,1,0.1092,0.0,0.1449,0.0845,0.0697,0.0
FaceForensics/FaceShifter/023_923.mp4,FaceForensics/original/023.mp4,faceshifter,1,0.0777,0.0405,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/023_923.mp4,FaceForensics/original/023.mp4,faceswap,1,0.0775,0.0842,0.0,0.0,0.041,0.0
FaceForensics/NeuralTextures/023_923.mp4,FaceForensics/original/023.mp4,neuraltextures,1,0.1817,0.0782,0.1722,0.1252,0.0748,0.0689
FaceForensics/original/024.mp4,FaceForensics/original/024.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/024_073.mp4,FaceForensics/original/024.mp4,deepfakes,1,0.4189,0.1274,0.1025,0.1216,0.0,0.1005
FaceForensics/Face2Face/024_073.mp4,FaceForensics/original/024.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/024_073.mp4,FaceForensics/original/024.mp4,faceshifter,1,0.0917,0.0,0.0,0.0,0.0,0.0545
FaceForensics/FaceSwap/024_073.mp4,FaceForensics/original/024.mp4,faceswap,1,0.3755,0.0,0.0406,0.0652,0.0,0.0697
FaceForensics/NeuralTextures/024_073.mp4,FaceForensics/original/024.mp4,neuraltextures,1,0.0764,0.0661,0.0,0.0,0.0,0.0
FaceForensics/original/025.mp4,FaceForensics/original/025.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/025_067.mp4,FaceForensics/original/025.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/025_067.mp4,FaceForensics/original/025.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/025_067.mp4,FaceForensics/original/025.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/025_067.mp4,FaceForensics/original/025.mp4,faceswap,1,0.1222,0.0537,0.0668,0.0731,0.0457,0.0454
FaceForensics/NeuralTextures/025_067.mp4,FaceForensics/original/025.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/026.mp4,FaceForensics/original/026.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/026_012.mp4,FaceForensics/original/026.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/026_012.mp4,FaceForensics/original/026.mp4,face2face,1,0.0704,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/026_012.mp4,FaceForensics/original/026.mp4,faceshifter,1,0.0,0.0,0.1305,0.0,0.0,0.0
FaceForensics/FaceSwap/026_012.mp4,FaceForensics/original/026.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/026_012.mp4,FaceForensics/original/026.mp4,neuraltextures,1,0.0767,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/027.mp4,FaceForensics/original/027.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/027_009.mp4,FaceForensics/original/027.mp4,deepfakes,1,0.2368,0.0762,0.1282,0.1303,0.0,0.0
FaceForensics/Face2Face/027_009.mp4,FaceForensics/original/027.mp4,face2face,1,0.0,0.0,0.0936,0.0,0.0,0.0
FaceForensics/FaceShifter/027_009.mp4,FaceForensics/original/027.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/027_009.mp4,FaceForensics/original/027.mp4,faceswap,1,0.1918,0.0,0.142,0.0803,0.0,0.0566
FaceForensics/NeuralTextures/027_009.mp4,FaceForensics/original/027.mp4,neuraltextures,1,0.0,0.0,0.0983,0.0,0.0,0.0
FaceForensics/original/028.mp4,FaceForensics/original/028.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/028_068.mp4,FaceForensics/original/028.mp4,deepfakes,1,0.0,0.0967,0.0,0.0,0.0958,0.0
FaceForensics/Face2Face/028_068.mp4,FaceForensics/original/028.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/028_068.mp4,FaceForensics/original/028.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0409,0.0
FaceForensics/FaceSwap/028_068.mp4,FaceForensics/original/028.mp4,faceswap,1,0.0,0.0631,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/028_068.mp4,FaceForensics/original/028.mp4,neuraltextures,1,0.0,0.0,0.0446,0.0,0.0,0.0
FaceForensics/original/029.mp4,FaceForensics/original/029.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/029_048.mp4,FaceForensics/original/029.mp4,deepfakes,1,0.146,0.0596,0.0,0.0728,0.0934,0.1023
FaceForensics/Face2Face/029_048.mp4,FaceForensics/original/029.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/029_048.mp4,FaceForensics/original/029.mp4,faceshifter,1,0.1496,0.0512,0.0,0.0712,0.0866,0.0714
FaceForensics/FaceSwap/029_048.mp4,FaceForensics/original/029.mp4,faceswap,1,0.1696,0.1544,0.0495,0.0,0.0828,0.0619
FaceForensics/NeuralTextures/029_048.mp4,FaceForensics/original/029.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/030.mp4,FaceForensics/original/030.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/030_193.mp4,FaceForensics/original/030.mp4,deepfakes,1,0.0,0.0412,0.1725,0.2405,0.0441,0.1466
FaceForensics/Face2Face/030_193.mp4,FaceForensics/original/030.mp4,face2face,1,0.184,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/030_193.mp4,FaceForensics/original/030.mp4,faceshifter,1,0.0,0.0578,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/030_193.mp4,FaceForensics/original/030.mp4,faceswap,1,0.0,0.0934,0.0658,0.1189,0.0534,0.0684
FaceForensics/NeuralTextures/030_193.mp4,FaceForensics/original/030.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/031.mp4,FaceForensics/original/031.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/031_163.mp4,FaceForensics/original/031.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/031_163.mp4,FaceForensics/original/031.mp4,face2face,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceShifter/031_163.mp4,FaceForensics/original/031.mp4,faceshifter,1,0.0,0.0,0.0,0.0562,0.0,0.0
FaceForensics/FaceSwap/031_163.mp4,FaceForensics/original/031.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/NeuralTextures/031_163.mp4,FaceForensics/original/031.mp4,neuraltextures,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/original/032.mp4,FaceForensics/original/032.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/032_944.mp4,FaceForensics/original/032.mp4,deepfakes,1,0.135,0.0766,0.1087,0.0721,0.0673,0.2171
FaceForensics/Face2Face/032_944.mp4,FaceForensics/original/032.mp4,face2face,1,0.387,0.0,0.0652,0.0967,0.0474,0.1
FaceForensics/FaceShifter/032_944.mp4,FaceForensics/original/032.mp4,faceshifter,1,0.0459,0.0,0.0,0.0,0.0429,0.0
FaceForensics/FaceSwap/032_944.mp4,FaceForensics/original/032.mp4,faceswap,1,0.1396,0.121,0.0787,0.0965,0.0673,0.1444
FaceForensics/NeuralTextures/032_944.mp4,FaceForensics/original/032.mp4,neuraltextures,1,0.0406,0.0,0.0,0.0429,0.0,0.0
FaceForensics/original/033.mp4,FaceForensics/original/033.mp4,original,0,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Deepfakes/033_097.mp4,FaceForensics/original/033.mp4,deepfakes,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/Face2Face/033_097.mp4,FaceForensics/original/033.mp4,face2face,1,0.0706,0.0544,0.0,0.0448,0.0,0.0
FaceForensics/FaceShifter/033_097.mp4,FaceForensics/original/033.mp4,faceshifter,1,0.0,0.0,0.0,0.0,0.0,0.0
FaceForensics/FaceSwap/033_097.mp4,FaceForensics/original/033.mp4,faceswap,1,0.0,0.0,0.0,0.0,0.0,0.0
